task,model_name,metric,point_estimate,ci_95_lower,ci_95_upper,bootstrap_samples
Task 1 NORMAL vs PNEUMONIA,InceptionV3 frozen feature extractor,accuracy,0.9521218715995647,0.9368879216539717,0.9651795429815017,2000
Task 1 NORMAL vs PNEUMONIA,InceptionV3 frozen feature extractor,sensitivity,0.9607558139534884,0.9460208077395578,0.9746291715579406,2000
Task 1 NORMAL vs PNEUMONIA,InceptionV3 frozen feature extractor,specificity,0.9264069264069265,0.8898203226857887,0.9583376556016597,2000
Task 1 NORMAL vs PNEUMONIA,InceptionV3 frozen feature extractor,precision,0.9749262536873157,0.9620967992060047,0.9862647075704528,2000
Task 1 NORMAL vs PNEUMONIA,InceptionV3 frozen feature extractor,recall,0.9607558139534884,0.9460208077395578,0.9746291715579406,2000
Task 1 NORMAL vs PNEUMONIA,InceptionV3 frozen feature extractor,f1,0.9677891654465594,0.9572835893579844,0.9764484713704659,2000
Task 1 NORMAL vs PNEUMONIA,InceptionV3 frozen feature extractor,roc_auc,0.9868556830766133,0.9803968181177515,0.9922592460630403,2000
