comparison,base_paper_accuracy,basepaper_original_split_accuracy,patient_safe_accuracy,crosses_base_paper_original_split,note
Task 2 BACTERIAL vs VIRAL,0.907,0.9205128205128205,0.8024316109422492,True,Original split is base-paper-comparable; patient-safe split is stricter and should remain the primary leakage-safe evidence.
